Grantmaker.Name,Grantmaker.State,Recipient.Name,Recipient.City,Recipient.State.Country,Year.Authorized,Grant.Amount,Grantmaker.Type,Recipient.Type
The San Francisco Foundation,CA,Accion Latina,San Francisco,CA,2008,10000,Foundation,Advocacy
The San Francisco Foundation,CA,Accion Latina,San Francisco,CA,2008,7500,Foundation,Advocacy
The Zellerbach Family Foundation,CA,Accion Latina,San Francisco,CA,2014,3500,Foundation,Advocacy
The Zellerbach Family Foundation,CA,Accion Latina,San Francisco,CA,2013,3500,Foundation,Advocacy
The Community Foundation of Louisville,KY,Adelante Hispanic Achievers,Louisville,KY,2008,2000,Foundation,CBO
The Gheens Foundation,KY,Adelante Hispanic Achievers,Louisville,KY,2014,15000,Foundation,CBO
The Gheens Foundation,KY,Adelante Hispanic Achievers,Louisville,KY,2009,10000,Foundation,CBO
The Gheens Foundation,KY,Adelante Hispanic Achievers,Louisville,KY,2008,10000,Foundation,CBO
The Gheens Foundation,KY,Adelante Hispanic Achievers,Louisville,KY,2008,10000,Foundation,CBO
The Gheens Foundation,KY,Adelante Hispanic Achievers,Louisville,KY,2007,10000,Foundation,CBO
The TJX Foundation,MA,Adelante Hispanic Achievers,Louisville,KY,2016,10000,Foundation,CBO
The TJX Foundation,MA,Adelante Hispanic Achievers,Louisville,KY,2015,10000,Foundation,CBO
The TJX Foundation,MA,Adelante Hispanic Achievers,Louisville,KY,2013,10000,Foundation,CBO
The TJX Foundation,MA,Adelante Hispanic Achievers,Louisville,KY,2013,5000,Foundation,CBO
The TJX Foundation,MA,Adelante Hispanic Achievers,Louisville,KY,2011,5000,Foundation,CBO
The TJX Foundation,MA,Adelante Hispanic Achievers,Louisville,KY,2010,5000,Foundation,CBO
The UPS Foundation,GA,Adelante Hispanic Achievers,Louisville,KY,2014,15000,Foundation,CBO
The UPS Foundation,GA,Adelante Hispanic Achievers,Louisville,KY,2013,10000,Foundation,CBO
The UPS Foundation,GA,Adelante Hispanic Achievers,Louisville,KY,2011,15000,Foundation,CBO
The UPS Foundation,GA,Adelante Hispanic Achievers,Louisville,KY,2010,10000,Foundation,CBO
William E. Barth Foundation,KY,Adelante Hispanic Achievers,Louisville,KY,2012,1000,Foundation,CBO
Greater Milwaukee Foundation,WI,Alianza Latina Aplicando Soluciones,Milwaukee,WI,2009,4100,Foundation,Hybrid
United States Department of Education,DC,Alianza Latina Aplicando Soluciones,Milwaukee,WI,2016,99999,FED,Hybrid
United States Department of Education,DC,Alianza Latina Aplicando Soluciones,Milwaukee,WI,2014,99969,FED,Hybrid
Community Foundation of North Texas,TX,"American Latino Center for Research, Education and Justice",Houston,TX,2014,500,Foundation,CBO
Greater Houston Community Foundation,TX,"American Latino Center for Research, Education and Justice",Houston,TX,2012,1000,Foundation,CBO
Wayne CountyIndiana Foundation,IN,"AMIGOS, the Richmond Latino Center",Richmond,IN,2015,100,Foundation,CBO
Wayne CountyIndiana Foundation,IN,"AMIGOS, the Richmond Latino Center",Richmond,IN,2014,1500,Foundation,CBO
Wayne CountyIndiana Foundation,IN,"AMIGOS, the Richmond Latino Center",Richmond,IN,2014,5000,Foundation,CBO
Wayne CountyIndiana Foundation,IN,"AMIGOS, the Richmond Latino Center",Richmond,IN,2014,500,Foundation,CBO
Wayne CountyIndiana Foundation,IN,"AMIGOS, the Richmond Latino Center",Richmond,IN,2014,750,Foundation,CBO
Wayne CountyIndiana Foundation,IN,"AMIGOS, the Richmond Latino Center",Richmond,IN,2013,5365,Foundation,CBO
Wayne CountyIndiana Foundation,IN,"AMIGOS, the Richmond Latino Center",Richmond,IN,2013,50,Foundation,CBO
Wayne CountyIndiana Foundation,IN,"AMIGOS, the Richmond Latino Center",Richmond,IN,2013,1700,Foundation,CBO
Wayne CountyIndiana Foundation,IN,"AMIGOS, the Richmond Latino Center",Richmond,IN,2013,500,Foundation,CBO
The Wal-Mart Foundation,AR,Apoyo Latino,Rogers,AR,2011,17500,Foundation,CBO
The Wal-Mart Foundation,AR,Apoyo Latino,Rogers,AR,2011,3250,Foundation,CBO
The Grainger Foundation.,IL,Asociacion Latina De Asistencia Y Prevencion Del Cancer De Mama,Chicago,IL,2015,2500,Foundation,CBO
Gill Foundation,CO,Association of Latino Men for Action,Chicago,IL,2003,10000,Foundation,CBO
Macy's Foundation,OH,Association of Latino Men for Action,Chicago,IL,2008,2000,Foundation,CBO
The Chicago Community Trust,IL,Association of Latino Men for Action,Chicago,IL,2011,75000,Foundation,CBO
The Chicago Community Trust,IL,Association of Latino Men for Action,Chicago,IL,2009,60000,Foundation,CBO
The Community Foundation - Boulder County,CO,Boulder County Latina Womens League,Boulder,CO,2007,1000,Foundation,CBO
The Ralph M. Parsons Foundation,CA,Ca Latino Leadership Intitute,Pasadena,CA,2016,10000,Foundation,CBO
Annenberg Foundation,CA,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2006,50000,Foundation,Hybrid
AT&T Foundation,TX,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2005,25000,Foundation,Hybrid
FCA Foundation,MI,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2012,100000,Foundation,Hybrid
FCA Foundation,MI,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2009,75000,Foundation,Hybrid
FCA Foundation,MI,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2008,100000,Foundation,Hybrid
FCA Foundation,MI,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2007,100000,Foundation,Hybrid
FCA Foundation,MI,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2006,100000,Foundation,Hybrid
FCA Foundation,MI,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2005,100000,Foundation,Hybrid
FCA Foundation,MI,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2004,10000,Foundation,Hybrid
FCA Foundation,MI,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2003,110000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2012,10000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2010,25000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2009,20000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2008,20000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2007,50000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2006,40000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2005,30000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2004,15000,Foundation,Hybrid
Verizon Foundation,NJ,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2005,10000,Foundation,Hybrid
Verizon Foundation,NJ,California Latino Legislative Caucus Institute for Public Policy,Los Angeles,CA,2004,10000,Foundation,Hybrid
Community Foundation for Greater Atlanta,GA,Caminar Latino,Atlanta,GA,2014,1000,Foundation,CBO
Bill & Melinda Gates Foundation,WA,Casa Latina,Seattle,WA,2017,5000,Foundation,CBO
Bill & Melinda Gates Foundation,WA,Casa Latina,Seattle,WA,2016,5000,Foundation,CBO
Bill & Melinda Gates Foundation,WA,Casa Latina,Seattle,WA,2015,5000,Foundation,CBO
Bill & Melinda Gates Foundation,WA,Casa Latina,Seattle,WA,2014,5000,Foundation,CBO
Bill & Melinda Gates Foundation,WA,Casa Latina,Seattle,WA,2013,1500,Foundation,CBO
Bill & Melinda Gates Foundation,WA,Casa Latina,Seattle,WA,2007,400000,Foundation,CBO
Catherine Holmes Wilkens Charitable Foundation,WA,Casa Latina,Seattle,WA,2003,7500,Foundation,CBO
Dorothy F. Thorne Foundation,TX,Casa Latina,Seattle,WA,2011,50000,Foundation,CBO
Dorothy F. Thorne Foundation,TX,Casa Latina,Seattle,WA,2010,1500,Foundation,CBO
Dorothy F. Thorne Foundation,TX,Casa Latina,Seattle,WA,2009,60000,Foundation,CBO
Dorothy F. Thorne Foundation,TX,Casa Latina,Seattle,WA,2008,26000,Foundation,CBO
Dorothy F. Thorne Foundation,TX,Casa Latina,Seattle,WA,2007,15000,Foundation,CBO
Ford Foundation,NY,Casa Latina,Seattle,WA,2014,250000,Foundation,CBO
Ford Foundation,NY,Casa Latina,Seattle,WA,2012,235000,Foundation,CBO
Ford Foundation,NY,Casa Latina,Seattle,WA,2010,145000,Foundation,CBO
Frank B. and Virginia V. Fehsenfeld Charitable Foundation,WA,Casa Latina,Seattle,WA,2012,2000,Foundation,CBO
George & Patricia Ann Fisher Foundation,NJ,Casa Latina,Seattle,WA,2014,2500,Foundation,CBO
Glaser Foundation,WA,Casa Latina,Seattle,WA,2013,5000,Foundation,CBO
Hispanics in Philanthropy,CA,Casa Latina,Florence,MA,2005,20000,Foundation,CBO
KeyBank Foundation,OH,Casa Latina,Seattle,WA,2013,2500,Foundation,CBO
KeyBank Foundation,OH,Casa Latina,Seattle,WA,2011,3000,Foundation,CBO
KeyBank Foundation,OH,Casa Latina,Seattle,WA,2010,3000,Foundation,CBO
Marguerite Casey Foundation,WA,Casa Latina,Seattle,WA,2010,150000,Foundation,CBO
Marguerite Casey Foundation,WA,Casa Latina,Seattle,WA,2008,50000,Foundation,CBO
Marguerite Casey Foundation,WA,Casa Latina,Seattle,WA,2007,50000,Foundation,CBO
Marguerite Casey Foundation,WA,Casa Latina,Seattle,WA,2004,50000,Foundation,CBO
Marguerite Casey Foundation,WA,Casa Latina,Seattle,WA,2003,25000,Foundation,CBO
Medina Foundation,WA,Casa Latina,Seattle,WA,2015,25000,Foundation,CBO
Medina Foundation,WA,Casa Latina,Seattle,WA,2013,25000,Foundation,CBO
Medina Foundation,WA,Casa Latina,Seattle,WA,2011,25000,Foundation,CBO
Medina Foundation,WA,Casa Latina,Seattle,WA,2010,25000,Foundation,CBO
Medtronic Communities Foundation,MN,Casa Latina,Seattle,WA,2006,7000,Foundation,CBO
Public Welfare Foundation,DC,Casa Latina,Seattle,WA,2008,50000,Foundation,CBO
Public Welfare Foundation,DC,Casa Latina,Seattle,WA,2007,25000,Foundation,CBO
Public Welfare Foundation,DC,Casa Latina,Seattle,WA,2006,25000,Foundation,CBO
Public Welfare Foundation,DC,Casa Latina,Seattle,WA,2005,25000,Foundation,CBO
Public Welfare Foundation,DC,Casa Latina,Seattle,WA,2003,50000,Foundation,CBO
S. B. Schaar & P. K. Whelpton Foundation,WA,Casa Latina,Seattle,WA,2015,500,Foundation,CBO
S. B. Schaar & P. K. Whelpton Foundation,WA,Casa Latina,Seattle,WA,2012,1000,Foundation,CBO
S. B. Schaar & P. K. Whelpton Foundation,WA,Casa Latina,Seattle,WA,2010,2000,Foundation,CBO
S. B. Schaar & P. K. Whelpton Foundation,WA,Casa Latina,Seattle,WA,2008,10000,Foundation,CBO
Silicon Valley Community Foundation,CA,Casa Latina,Seattle,WA,2016,500,Foundation,CBO
The Berwick Degel Family Foundation,WA,Casa Latina,Seattle,WA,2015,50000,Foundation,CBO
The Berwick Degel Family Foundation,WA,Casa Latina,Seattle,WA,2014,20000,Foundation,CBO
The Berwick Degel Family Foundation,WA,Casa Latina,Seattle,WA,2012,5000,Foundation,CBO
The Berwick Degel Family Foundation,WA,Casa Latina,Seattle,WA,2010,5000,Foundation,CBO
The Foster Foundation,WA,Casa Latina,Seattle,WA,2007,30000,Foundation,CBO
The Foster Foundation,WA,Casa Latina,Seattle,WA,2005,5000,Foundation,CBO
The Grainger Foundation.,IL,Casa Latina,Seattle,WA,2016,3000,Foundation,CBO
The Greater Tacoma Community Foundation,WA,Casa Latina,Seattle,WA,2007,25000,Foundation,CBO
The Henry M. Jackson Foundation,WA,Casa Latina,Seattle,WA,2016,300,Foundation,CBO
The J.E. Fehsenfeld Family Foundation.,IN,Casa Latina,Seattle,WA,2011,5000,Foundation,CBO
The Kresge Foundation,MI,Casa Latina,Seattle,WA,2009,300000,Foundation,CBO
The Liberty Mutual Foundation,MA,Casa Latina,Seattle,WA,2014,88,Foundation,CBO
The Norcliffe Foundation,WA,Casa Latina,Seattle,WA,2012,250000,Foundation,CBO
The Oregon Community Foundation,OR,Casa Latina,Seattle,WA,2005,2000,Foundation,CBO
The Paul G. Allen Family Foundation,WA,Casa Latina,Seattle,WA,2009,200000,Foundation,CBO
The Paul G. Allen Family Foundation,WA,Casa Latina,Seattle,WA,2007,150000,Foundation,CBO
The Picsha Foundation,WA,Casa Latina,Seattle,WA,2014,15000,Foundation,CBO
The Pride Foundation,WA,Casa Latina,Seattle,WA,2010,1450,Foundation,CBO
The Russell Family Foundation,WA,Casa Latina,Seattle,WA,2016,2000,Foundation,CBO
The Russell Family Foundation,WA,Casa Latina,Seattle,WA,2015,4000,Foundation,CBO
The Russell Family Foundation,WA,Casa Latina,Seattle,WA,2014,5000,Foundation,CBO
The Russell Family Foundation,WA,Casa Latina,Seattle,WA,2012,5000,Foundation,CBO
The Russell Family Foundation,WA,Casa Latina,Seattle,WA,2012,5000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2016,1000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2016,1000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2016,10000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,10000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,5000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,1000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,5000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,2005,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,1000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,15000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,20000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2015,1500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2014,3000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2014,984,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2014,10000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2014,1000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2014,500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2014,2500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2013,1128,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2013,4000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2013,1500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2012,1056,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2012,5000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2012,1100,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2012,500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,42856,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,30000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,639,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,2500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,4000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2011,250,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,25000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,43575,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,10000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,2500,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,5000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,5000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2010,25000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2009,1000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2008,10000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2008,10000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2008,50000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2007,5000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2007,50000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2004,30000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2004,5000,Foundation,CBO
The Seattle Foundation,WA,Casa Latina,Seattle,WA,2003,5000,Foundation,CBO
The UPS Foundation,GA,Casa Latina,Seattle,WA,2009,11520,Foundation,CBO
Tides Foundation,CA,Casa Latina,Seattle,WA,2011,5000,Foundation,CBO
Tides Foundation,CA,Casa Latina,Seattle,WA,2006,20000,Foundation,CBO
Tides Foundation,CA,Casa Latina,Seattle,WA,2006,1000,Foundation,CBO
Treeline Foundation,WA,Casa Latina,Seattle,WA,2015,5000,Foundation,CBO
United States Occupational Safety and Health Administration,DC,Casa Latina,Seattle,WA,2016,126000,FED,CBO
United States Occupational Safety and Health Administration,DC,Casa Latina,Seattle,WA,2015,140000,FED,CBO
United Way of King County,WA,Casa Latina,Seattle,WA,2014,49000,Foundation,CBO
United Way of King County,WA,Casa Latina,Seattle,WA,2014,2138,Foundation,CBO
United Way of King County,WA,Casa Latina,Seattle,WA,2010,19678,Foundation,CBO
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2016,10000,Foundation,CBO
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2015,7000,Foundation,CBO
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2014,15000,Foundation,CBO
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2013,13500,Foundation,CBO
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2012,30000,Foundation,CBO
Vanguard Charitable Endowment Program,MA,Casa Latina,Seattle,WA,2011,17500,Foundation,CBO
Citizens Charitable Foundation,,Center for Hispanic Policy and Advocacy,Providence,RI,2008,5000,Foundation,CBO
Citizens Charitable Foundation,,Center for Hispanic Policy and Advocacy,Providence,RI,2007,10000,Foundation,CBO
The Wal-Mart Foundation,AR,Center for Hispanic Policy and Advocacy,Providence,RI,2007,5000,Foundation,CBO
Aetna Foundation,CT,Center for Latino Progress,Hartford,CT,2007,2500,Foundation,CBO
AT&T Foundation,TX,Center for Latino Progress,Hartford,CT,2006,20000,Foundation,CBO
AT&T Foundation,TX,Center for Latino Progress,Hartford,CT,2003,6300,Foundation,CBO
Ensworth Charitable Foundation,CT,Center for Latino Progress,Hartford,CT,2012,5000,Foundation,CBO
Ensworth Charitable Foundation,CT,Center for Latino Progress,Hartford,CT,2008,10000,Foundation,CBO
Fairfield County's Community Foundation,CT,Center for Latino Progress,Hartford,CT,2008,25000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2013,85000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2013,5000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2012,13000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2011,115000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2010,25000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2009,40000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2008,7000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2007,380000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2007,25000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2004,281561,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2004,25000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2015,250000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2015,102449,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2015,25000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2015,50000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2014,50000,Foundation,CBO
Hartford Foundation for Public Giving,CT,Center for Latino Progress,Hartford,CT,2011,2500,Foundation,CBO
Hispanic Federation,NY,Center for Latino Progress,Hartford,CT,2015,17500,Foundation,CBO
Piros Family Foundation,PA,Center for Latino Progress,Hartford,CT,2015,2500,Foundation,CBO
The Bank of America Charitable Foundation,NC,Center for Latino Progress,Hartford,CT,2015,2500,Foundation,CBO
The Bank of America Charitable Foundation,NC,Center for Latino Progress,Hartford,CT,2014,5000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Center for Latino Progress,Hartford,CT,2008,10000,Foundation,CBO
The Betty Knox Foundation,CT,Center for Latino Progress,Hartford,CT,2015,2317,Foundation,CBO
The Betty Knox Foundation,CT,Center for Latino Progress,Hartford,CT,2014,453,Foundation,CBO
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2015,10000,Foundation,CBO
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2013,10000,Foundation,CBO
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2010,16000,Foundation,CBO
The Comcast Foundation,PA,Center for Latino Progress,Hartford,CT,2008,1770,Foundation,CBO
